0seqname_firstname_last agstreet              city      state     zip       dollar              pick  date      0000000000000000000000000float00000000000000000000credt-card00000000000000000000000natural
0776Jacob     Barber    28Vubil Key           Tidapwi   NE        36723     $5318.68            BLUE  07/13/2038000000000000-123314866277.5808000000000000004935820712928665000000000000006925603966025728
0777Harriet   Hammond   38Ufwi Drive          Cupagsot  ME        91586     $1767.51            YELLOW01/12/205000000000000000-108315730247.68000000000000005453618235221603000000000000003443616431210496
0778Walter    Robinson  49Birec Heights       Wonehju   OK        95862     $6352.13            GREEN 07/31/1931000000000000-178058041701.1712000000000000003528224237697944000000000000004461779616792576
0779Marvin    Mendoza   27Ucasif Pike         Gefogi    CT        54062     $5428.97            BLUE  07/05/197300000000000000-2201723129.0368000000000000004791712820789803000000000000007790812882534400
0780Mark      McDaniel  54Kuwib Way           Kukadzep  NM        29613     $4697.27            BLUE  09/05/1987000000000000-314047458390.8352000000000000005113433878043500000000000000000981825300201472
0781Edward    McCarthy  50Edje Point          Voswemji  AL        81626     $7671.55            WHITE 06/13/1994000000000000-309298293270.1184000000000000004026480044634547000000000000001726140150448128
0782Mabel     Douglas   56Hassot Parkway      Arovajwu  CT        98223     $4617.81            RED   07/01/19590000000000000469554987375.0016000000000000006334200944322346000000000000008222531555164160
0783Essie     Horton    60Mobot Lane          Hehuvej   VT        63255     $2400.04            WHITE 02/01/19860000000000000528343038007.7056000000000000006011860191885384000000000000001597606331416576
0784Lilly     Cain      36Kari River          Rizjiawo  WA        68298     $1711.34            BLUE  05/08/1978000000000000-734304437849.2928000000000000006375266981353056000000000000001916295744323584
0785Callie    Newton    41Izdu Trail          Egunoswad AZ        05462     $501.73             YELLOW04/05/1981000000000000-205445700098.4576000000000000004112921035636095000000000000007217890426093568
0786Edith     Day       33Nubo Plaza          Natamit   MN        16717     $1819.17            YELLOW09/03/19040000000000000641349993260.6464000000000000006011589770055917000000000000006023741744087040
0787Franklin  Shaw      32Ikhin Glen          Zefpimjo  NH        96739     $2725.82            GREEN 03/23/20560000000000000-54099323754.9056000000000000004026275526695911000000000000001018702692614144
0788Maggie    Hudson    24Nizo Way            Rasorav   UT        61747     $2701.88            WHITE 04/07/20700000000000000847651679921.7664000000000000004903699026988070000000000000006913334553083904
0789Rodney    Castro    29Miigo Park          Ibreza    MN        41376     $206.34             WHITE 04/06/19510000000000000-99711942708.4288000000000000004903102539486427000000000000005854622323310592
0790Oscar     Spencer   53Kigo Plaza          Korzimim  RI        32889     $8444.01            WHITE 06/17/1911000000000000-244102774705.3568000000000000004026517740596122000000000000001910767177695232
0791Phoebe    Gonzales  29Petu River          Gupejed   MS        16305     $4555.51            RED   04/13/1969000000000000-181210746925.8752000000000000000036802366293196000000000000007788839777075200
0792Adeline   Schwartz  25Ugat Court          Saligi    SD        13816     $8514.87            BLUE  05/20/1993000000000000-766883057054.5153000000000000005610395231563904000000000000005810843467907072
0793Bessie    Massey    32Hacuz Loop          Cazajoj   MO        93840     $981.31             WHITE 03/24/20390000000000000090827023554.9696000000000000003528663699878791000000000000004399458913615872
0794Lawrence  Olson     42Tefbi Pike          Funuzoto  PA        37924     $1358.26            BLUE  11/14/19880000000000000-27301123614.3104000000000000005189206256582367000000000000007087274900586496
0795Verna     Burgess   35Wapo Extension      Haskuba   AK        94196     $959.20             GREEN 09/21/206600000000000000-443753252782.08000000000000006374025156896682000000000000004134145403912192
0796Clara     Butler    42Giugu View          Pofetoj   GA        17069     $5951.54            GREEN 07/12/19500000000000000302797921923.8912000000000000000030092504421679000000000000000599992284741632
0797Phoebe    Nelson    28Focje River         Zebwonce  MA        45924     $165.58             YELLOW07/18/2062000000000000-843106415856.8448000000000000000036521340597189000000000000005573329331159040
0798Rhoda     Ballard   57Timitu Pike         Ozrahof   MI        55273     $1311.41            RED   04/12/2047000000000000-736021362350.4896000000000000000030031998268097000000000000008086265060655104
0799Thomas    Santiago  35Hujser Manor        Ajuvwe    UT        65136     $5124.88            GREEN 11/06/2005000000000000-181792266203.9552000000000000006334286098501025000000000000006633635530670080
0800Dylan     Higgins   37Fiwac Path          Zinkejcu  IA        91814     $1093.09            BLUE  10/18/20350000000000000172367179834.9824000000000000006011949076388489000000000000008010522391740416
0801George    Hart      38Ivader Court        Hanlajot  SD        55160     $5857.21            WHITE 09/04/1979000000000000-711145600476.7744000000000000003528578315481459000000000000004906141653925888
0802Tommy     Chambers  62Hium Loop           Voepusi   DC        45858     $2619.89            YELLOW05/05/1948000000000000-890958676544.7168000000000000006379782467614007000000000000008814725555027968
0803Cora      Carpenter 20Poer Way            Divdodap  AK        77095     $1494.56            BLUE  09/03/1922000000000000-878322091714.1504000000000000006334925561932023000000000000001277656668569600
0804Della     Davidson  29Nagvic Plaza        Dapopwar  DC        03496     $438.89             GREEN 07/24/205600000000000000-30022217760.768000000000000003528184958865809000000000000000322879205933056
0805Derrick   Moore     50Datha Center        Pemaruz   TX        64722     $7717.58            YELLOW07/26/1977000000000000-367816252116.1728000000000000003528904399509751000000000000001388372253736960
0806Howard    Barnett   41Gaten Road          Dadpafjom AR        60952     $3866.08            YELLOW03/23/20320000000000000364622506465.6896000000000000006334188248602325000000000000000431676377268224
0807Bernice   Sherman   28Repuho Trail        Ozecesub  FL        71509     $9387.84            RED   08/29/2064000000000000-696363588465.4592000000000000004026874590030680000000000000002753058740109312
0808Edna      Curtis    60Lupfud Ridge        Ezmadu    NE        52081     $2408.77            RED   06/16/20220000000000000683992342016.8192000000000000005415808462746748000000000000003951260292087808
0809Rhoda     Curtis    29Safo Manor          Kulcava   DC        59354     $9621.27            GREEN 04/29/20600000000000000-749174788194.304000000000000005018555456359399000000000000008954042277429248
0810Amelia    Massey    42Kuvu Road           Uhailapus OK        52990     $1328.08            GREEN 03/12/20540000000000000-57639468164.7104000000000000004903885842347563000000000000006300760476221440
0811Clifford  Nichols   57Apimi Lane          Abkawwa   SC        31590     $4402.89            RED   11/23/20060000000000000879976338633.5232000000000000006264938796893138000000000000006551968992460800
0812Irene     Green     50Ozoloz Heights      Futvodpu  IN        00671     $7137.70            RED   02/11/19030000000000000750680838609.3055000000000000006304263859856530000000000000003387389749755904
0813Robert    Fields    46Keje Avenue         Rereile   PA        26820     $1178.24            YELLOW12/23/19850000000000000659234492094.8737000000000000006379870605096169000000000000000523310626504704
0814Johanna   Salazar   45Seuji Boulevard     Zufuzmi   MA        83979     $8168.70            GREEN 10/25/19920000000000000202506463136.9728000000000000005466861099589591000000000000007570265663864832
0815Rose      Shaw      52Fawkik Road         Epitiuv   RI        66975     $131.47             BLUE  12/19/1912000000000000000406816093634.56000000000000004614016807389412000000000000007440008877178880
0816Cecelia   Chambers  62Cudat Loop          Ronaal    SC        11347     $7840.10            BLUE  01/17/202400000000000000857442766290.944000000000000005480288704123073000000000000001977585154129920
0817Lulu      Greene    35Ukeve Boulevard     Pulojoz   KY        07280     $2368.44            YELLOW06/07/1990000000000000-836033706144.5632000000000000006229483331066357000000000000008615575230087168
0818Lloyd     Simmons   27Fiude Path          Fofundib  HI        25075     $3614.55            BLUE  12/14/2038000000000000000000717862207488000000000000005162841723020467000000000000006961031112818688
0819Susan     Sandoval  57Jibzu Turnpike      Veleba    ND        00793     $853.70             RED   08/10/2039000000000000-818446276860.3136000000000000000030025469535083000000000000006860441636569088
0820Callie    Nguyen    51Afepo Road          Sohilza   GA        31826     $3943.68            RED   07/15/1906000000000000-733617518647.7056000000000000006304430539064526000000000000003953404701310976
0821Austin    Stone     40Roneta Key          Gihtupa   DE        28596     $3829.17            RED   10/15/2034000000000000-381719222734.0288000000000000005406406230411215000000000000008107618065186816
0822Blanche   Wilkerson 56Iwaje Plaza         Zecezte   TX        62469     $9428.72            GREEN 01/31/2042000000000000-204431158778.2656000000000000006334422379265705000000000000000586265965625344
0823Frank     Hogan     60Lerhe Parkway       Baldekom  DC        32709     $1920.60            RED   06/17/19360000000000000-337928926527.488000000000000000036841128132771000000000000007754872048844800
0824Mason     Ingram    44Facizu Glen         Delceog   GA        37128     $939.36             BLUE  08/25/19620000000000000479059690861.3632000000000000000201486643128356000000000000001208325075107840
0825Brandon   Hines     41Famor Point         Fiepoce   WY        95248     $5416.50            YELLOW09/16/20210000000000000897219265403.2896000000000000005456376890513932000000000000002183152720150528
0826Bruce     Abbott    39Bafapu Street       Rikleflu  GA        06329     $5712.06            RED   05/25/1983000000000000-620356837362.8928000000000000004492871093865641000000000000001505787516026880
0827Irene     Armstrong 29Curiw Path          Rushapu   AL        00739     $4865.60            BLUE  09/25/19280000000000000383605524974.7968000000000000006011167622041565000000000000000531115395776512
0828Minerva   Long      49Mimu Park           Ofefufdim HI        68752     $4392.03            YELLOW08/21/19480000000000000419636926270.6688000000000000003528913057228877000000000000006119144546107392
0829Verna     Brady     31Mono Street         Zehcafij  OR        90184     $5747.77            GREEN 09/16/2059000000000000-572748075735.4496000000000000006334829870453392000000000000005542469062098944
0830Steve     Campbell  38Oheop Drive         Opmejka   KY        00787     $6749.14            GREEN 01/02/190100000000000000096937053257.728000000000000006304801660443442000000000000001753438092263424
0831Earl      Hodges    25Inede Road          Honhelel  HI        03669     $8424.78            BLUE  05/30/1994000000000000-786368243223.7568000000000000000342594710115022000000000000003903905188544512
0832Rhoda     Carlson   58Gokan Pike          Komovmiz  NH        23083     $3627.48            WHITE 12/17/20090000000000000707645542288.5887000000000000004026962939325729000000000000005819732911456256
0833Elizabeth Robertson 40Nurje Heights       Walezrak  HI        74248     $5227.68            WHITE 04/11/19840000000000000792378817590.0673000000000000005018819605779810000000000000008930146876653568
0834John      Smith     44Kuha View           Deklarit  WI        73600     $5351.60            BLUE  11/27/19040000000000000622172650969.4976000000000000004026502428073420000000000000004755250235834368
0835Eddie     Castillo  40Hiuze Turnpike      Mihvokog  OR        26441     $586.72             BLUE  07/28/1946000000000000-516064082185.4208000000000000006011601836288489000000000000001083451981692928
0836Thomas    Griffin   25Akfa Highway        Lepuwoze  AL        41232     $4285.51            GREEN 05/06/19820000000000000438620069350.6048000000000000000030038742645744000000000000006847150067548160
0837Clarence  Welch     60Nuvi Drive          Kovjumpa  VA        32787     $6018.01            RED   09/07/20470000000000000445382473967.2064000000000000005433731432063234000000000000004138241682833408
0838Billy     Jones     61Suska Circle        Pijmivzu  IL        99311     $5155.30            WHITE 09/24/20480000000000000436342112229.7856000000000000005610609725887268000000000000004037178338312192
0839Julian    Steele    31Hada Street         Kavawku   CT        28495     $4540.52            BLUE  01/17/2021000000000000-885829858964.2751000000000000000340178655024449000000000000004371366251855872
0840Anne      Valdez    29Rezev Plaza         Hazcisim  CA        00991     $1931.20            GREEN 08/28/1984000000000000-328629816079.1552000000000000005018650211213567000000000000002884668124823552
0841Paul      Luna      38Emba Plaza          Icejsah   NE        65251     $9615.82            RED   04/01/1924000000000000-805312183821.9264000000000000006241052310848822000000000000005854370803482624
0842Alan      Joseph    47Iroh Road           Hopubgo   WY        33838     $7573.05            BLUE  04/13/20310000000000000315781232250.0608000000000000006304415436430698000000000000002158256281616384
0843Brian     Weaver    31Irazu Parkway       Edetezeka NH        62318     $8209.28            GREEN 07/12/1901000000000000-677806273776.8448000000000000004903590159754829000000000000006913989372018688
0844Carl      Stewart   64Rudo Glen           Emdivpu   CO        33714     $3905.79            YELLOW01/28/2030000000000000-669824850906.3168000000000000006281598292133642000000000000004334509954695168
0845Douglas   Cortez    46Heco Circle         Kovvetas  NM        34208     $8400.22            BLUE  04/03/1968000000000000-164320702051.1232000000000000005610522240740906000000000000006738597050843136
0846Shane     Lawrence  43Uriter Park         Upeohicu  FL        78796     $2123.58            YELLOW03/08/1978000000000000-114092293908.0704000000000000000036671235039233000000000000007695092385054720
0847Alejandro Rhodes    46Moiju Road          Sewgagsa  PA        60031     $1181.84            YELLOW06/22/1944000000000000-389984281218.2528000000000000005423373057005521000000000000004106399468486656
0848Nannie    Morrison  29Namol Street        Nonigob   OR        63082     $9174.93            GREEN 11/12/1980000000000000-829640728693.9648000000000000006334788171133394000000000000005294713192054784
0849Roger     Mack      57Vifsam View         Okajiim   TX        91782     $4052.06            RED   02/15/2050000000000000-782732951866.5728000000000000004026996248883010000000000000002221897485910016
0850Maurice   Love      32Baplo Street        Nohtitit  OK        34331     $3687.65            BLUE  12/24/203600000000000000-158420969717.76000000000000006304389237181638000000000000006724485774311424
0851Allie     Coleman   58Buhas Key           Edroiv    MN        34426     $6297.71            RED   07/02/20570000000000000-195137971945.472000000000000000342522127018141000000000000007359082855923712
0852Lucy      Hunter    61Jucbo Lane          Safazhu   OR        04117     $5298.95            YELLOW10/18/2066000000000000-446434980868.9152000000000000000030044417893270000000000000003150241142407168
0853Noah      Rhodes    60Ezwor Pass          Zekduer   RI        00883     $8443.35            RED   03/01/19350000000000000885116701035.7249000000000000004903363911960328000000000000007067493034098688
0854Maurice   Dunn      36Sedbe Court         Efuvigem  AR        79367     $7366.86            WHITE 10/23/1900000000000000-260830882116.4032000000000000006373609113353233000000000000004953632206225408
0855Ian       Little    51Budeju Road         Uvubuvpu  KY        10730     $6480.91            GREEN 08/15/19540000000000000072524804338.4832000000000000006304012729340906000000000000000493734170984448
0856Gerald    Baker     58Omolam Street       Loojitow  VT        52866     $9597.88            YELLOW06/05/1920000000000000-120579477523.6608000000000000000201448696504610000000000000001299687241940992
0857Cora      Rogers    55Risir Drive         Pulusnok  CO        00045     $4846.66            WHITE 05/21/191300000000000000614684130541.568000000000000006011584901614690000000000000008271367564689408
0858Sam       Quinn     48Nijjin Mill         Vocutiw   AR        60785     $1767.25            BLUE  10/13/1952000000000000-354965740165.5296000000000000005104165973367001000000000000006844561234067456
0859Mamie     Kim       57Malda Point         Tiwhopov  MA        34305     $9504.01            WHITE 02/11/20320000000000000150738690061.1072000000000000000030052307169032000000000000003537750366093312
0860Warren    Douglas   41Juewo Road          Zimlazmu  IL        51316     $9007.49            WHITE 11/08/2062000000000000-351326172715.4176000000000000005610664158883516000000000000007463575289331712
0861Inez      Hampton   42Goni Boulevard      Hezuje    AR        31768     $4316.74            RED   04/20/2066000000000000-351678069787.8528000000000000000344649539701630000000000000000704056886558720
0862Mayme     White     33Jacit Circle        Ociissa   MD        19745     $2655.11            YELLOW11/07/1987000000000000-566944019670.6304000000000000000201464878912224000000000000002283544407703552
0863Betty     Young     64Senino Pass         Juhluci   CO        06755     $368.14             GREEN 12/25/19320000000000000435523554797.1584000000000000006304499929465239000000000000001260630239608832
0864Duane     Marshall  49Begla Junction      Nutugsup  NE        25575     $6003.55            WHITE 07/15/19680000000000000409517497620.8896000000000000005018628165762912000000000000006246569724608512
0865Maggie    Fowler    60Sauvu Point         Ujuomitol SD        39372     $7738.37            WHITE 02/08/19530000000000000772122596291.3792000000000000000030024822741843000000000000008611562250043392
0866Charlie   Brooks    57Dafu Highway        Jedelize  LA        09142     $9310.11            GREEN 02/24/19000000000000000579943160558.3872000000000000000201414723291811000000000000000677739247960064
0867Aiden     Miller    25Pilne Place         Wigoapo   IA        66549     $4256.46            GREEN 02/14/20070000000000000000212290922086.4000000000000005610806137386414000000000000003515745027751936
0868Caroline  Page      28Ovror Manor         Wezlosje  ND        58972     $9726.21            RED   08/29/1912000000000000-612545921758.0032000000000000006377538022746854000000000000000314263579131904
0869Bernice   Cobb      54Digase Park         Ojemuhni  TX        03571     $5245.57            YELLOW05/15/1972000000000000-585052292173.0048000000000000005018240352306782000000000000003701262776270848
0870Randy     Roy       61Rowah Place         Sihcavuf  AL        94024     $8236.08            BLUE  10/11/1932000000000000-732217993487.9744000000000000005610028711626046000000000000005302375340310528
0871Kevin     Watson    59Gazlu Park          Urikapa   NH        53367     $9997.33            RED   11/02/20430000000000000-342389617065.984000000000000006011097044784635000000000000007910539520901120
0872Fanny     Hopkins   19Rapzam Manor        Hopotgo   LA        87027     $2160.79            YELLOW10/21/19390000000000000398312484949.1968000000000000006242128427179928000000000000000281531035680768
0873Kate      Terry     51Fenwad Point        Regsanus  NV        14693     $5909.22            YELLOW09/14/19830000000000000517088334997.0944000000000000003528229606400929000000000000007704261762744320
0874Cornelia  Reeves    23Egpo Extension      Pucwine   ND        46951     $1129.54            YELLOW05/26/20110000000000000486414804739.6864000000000000003528088478549241000000000000008072219787788288
0875Ora       Ruiz      22Feme Loop           Koppohjom DE        72765     $2894.38            RED   12/28/20540000000000000465807646025.3184000000000000006375425571248536000000000000001959070598692864
0876Francisco Norman    59Refwi Boulevard     Bojezrov  OR        25489     $3526.57            GREEN 04/03/19100000000000000617350729354.4448000000000000006334383040880779000000000000001663444728152064
0877Bernice   Lyons     42Ranku Avenue        Iwiudajib NJ        09832     $6250.23            YELLOW05/31/20210000000000000-91181199812.1984000000000000005179992515871574000000000000004626799965241344
0878Theresa   Thompson  33Dige River          Jinjimoc  ND        87348     $108.19             BLUE  07/17/19610000000000000-510248829845.504000000000000005124060187582154000000000000001969632994918400
0879Lucille   Bowen     46Wugik River         Jajiczes  MS        26434     $3169.78            GREEN 04/10/1980000000000000-836433168721.5104000000000000003528258224524612000000000000004985008768942080
0880Ralph     McGuire   53Zojhij Trail        Beggevme  OK        32855     $4437.20            GREEN 05/20/20130000000000000663481396022.4768000000000000006374375558341310000000000000004635751578861568
0881Justin    Farmer    30Vifbuk Plaza        Lizjaoh   CA        60777     $344.31             WHITE 01/18/2069000000000000000608106195189.76000000000000006334164557373501000000000000004001336720883712
0882Louisa    Zimmerman 45Jitbop Path         Fedkowri  TX        94170     $1648.38            RED   05/20/19140000000000000031827350991.6672000000000000006371880597200396000000000000003656407073161216
0883Rebecca   Rowe      18Nable Parkway       Galhuma   NM        28145     $8046.99            WHITE 12/16/2061000000000000-720076872561.4592000000000000000030031103066246000000000000005272835211657216
0884Nannie    Doyle     64Vasol Way           Jekfinte  DE        78298     $987.27             BLUE  10/17/19100000000000000825846762202.7264000000000000000346736133537474000000000000001544522469212160
0885Manuel    Becker    46Rirkit Court        Mejulteb  CT        31683     $4094.11            YELLOW11/11/2067000000000000-407035017848.4224000000000000004286611362630437000000000000007389605944885248
0886Della     Huff      48Ehujiz Avenue       Mefoshur  KS        62053     $7783.45            RED   03/28/195500000000000000728822806740.992000000000000004026266157278523000000000000002909874386108416
0887Eula      Underwood 24Jetsi Parkway       Sirujod   DE        24349     $8735.24            GREEN 07/04/19330000000000000803735895172.7104000000000000005495276689346036000000000000001729397906210816
0888Erik      McKinney  47Paap Center         Paoraku   MT        69620     $3494.71            WHITE 04/04/2046000000000000-335987792569.9584000000000000004903405924872469000000000000000240287020482560
0889Sophia    Boone     64Inbi Road           Getacim   MI        44182     $3687.31            RED   01/14/197000000000000000225250824421.376000000000000006334457896959299000000000000007987348052639744
0890Douglas   Lyons     52Bean Path           Lotputi   CA        23436     $9440.36            WHITE 01/21/2028000000000000-735899857557.9136000000000000006375352115057241000000000000005935882009837568
0891Bessie    Santiago  32Siwku Boulevard     Izeagati  CO        64810     $8682.91            YELLOW10/29/2024000000000000-449483226533.0688000000000000006374659836801728000000000000008248016194502656
0892Eric      Larson    48Puvje Path          Sarurel   OK        55989     $6810.03            BLUE  06/26/19880000000000000462391725575.3728000000000000005610820748736198000000000000001203712720633856
0893ChristopheCobb      43Zejoc Pass          Ohobitjis AL        08965     $9756.12            BLUE  07/26/19870000000000000406018710726.2464000000000000005171197575379983000000000000006475154926338048
0894Kate      Watson    20Nafaw Square        Nedreuto  TX        85133     $7712.70            RED   11/07/2069000000000000-833441095273.6768000000000000005018021082721957000000000000000173426528485376
0895Darrell   James     59Umilov Circle       Ehupubgem GA        91440     $600.88             WHITE 10/09/198200000000000000-43445320155.136000000000000006304018442598001000000000000004922734352007168
0896Donald    Stevens   32Casuk Parkway       Naufioh   NV        94268     $9665.92            BLUE  10/03/1992000000000000-205577618089.5744000000000000000349428016015292000000000000000648111101837312
0897Michael   Martinez  23Rovoj Drive         Mojesha   UT        45401     $3717.68            RED   08/07/20560000000000000-164910128431.104000000000000000342076434561657000000000000001881107909836800
0898Sally     Burns     58Pidoh Point         Lalgiwok  NE        24242     $9209.97            WHITE 03/23/19960000000000000214428705148.1088000000000000006304703163744716000000000000001008669363798016
0899Lucas     Munoz     40Somsa Center        Uvzitam   ME        35083     $2271.63            YELLOW02/14/203400000000000000-230735814328.32000000000000005018746574648967000000000000004092512153108480
0900Andrew    Henderson 62Ruza Terrace        Evatogu   PA        54453     $818.12             YELLOW05/09/2020000000000000-810807209440.0511000000000000004026064339656991000000000000003209168561373184
0901Ricky     Marsh     32Maofu Loop          Pospaahu  ME        53800     $6614.38            YELLOW11/08/1981000000000000000543138387066.88000000000000004903981738765388000000000000002063079649050624
0902Hilda     Lambert   44Vinguj Parkway      Ahwere    WV        84030     $5569.73            YELLOW02/22/19330000000000000398884277636.3008000000000000000348410535554465000000000000003649989542674432
0903Amelia    Hamilton  50Jezgu Loop          Puojogit  TX        41238     $3280.19            BLUE  07/26/20550000000000000-856245317664.768000000000000006379699440885712000000000000000919148095864832
0904Emma      Foster    22Zaim Path           Detugobo  MO        63627     $1557.83            BLUE  03/21/19920000000000000-235983836545.024000000000000000030089337331711000000000000002442610740297728
0905Kevin     Morgan    50Suzif Drive         Alesonus  CO        14695     $9611.32            RED   02/20/19860000000000000328872977917.5424000000000000006011734125745610000000000000006831051194236928
0906Abbie     Garner    47Gemus Glen          Jotaro    NJ        00187     $908.34             GREEN 02/28/2049000000000000-231419957320.0896000000000000005610606920444945000000000000007477463491805184
0907Bradley   Gutierrez 64Cinir Place         Awavarfa  AK        04508     $226.74             YELLOW06/17/2052000000000000-709611775380.6848000000000000004026416453953168000000000000003828238465892352
0908Alvin     Tate      47Keffor Glen         Jufupze   ND        14089     $3804.76            GREEN 12/26/19410000000000000168591045007.7696000000000000006377599840456597000000000000003155353776685056
0909Lilly     Barber    25Gosu Way            Dabbesa   MT        56102     $1246.58            YELLOW07/12/2024000000000000-753150257319.1168000000000000000030092577529358000000000000000749151602081792
0910Albert    Cummings  41Kistip Point        Paefdar   WV        61024     $4447.96            BLUE  06/08/1986000000000000-161169817573.7856000000000000000036870199900006000000000000006750356046348288
0911Ruth      Hayes     61Zangi Terrace       Zafuuva   NJ        50662     $532.50             RED   08/27/2026000000000000-484178969336.2176000000000000006334252389180622000000000000007328746711285760
0912Lucille   Cobb      52Zijus Center        Agvipvel  WI        45517     $3312.82            BLUE  12/15/19900000000000000769416378502.3488000000000000006011857141798873000000000000001723816931753984
0913Rosa      Cain      54Tapa Glen           Uzziwku   SC        39840     $1221.19            YELLOW07/23/1977000000000000-644033933423.4113000000000000005018328295980936000000000000000384000237502464
0914Timothy   Beck      31Nodfug Glen         Jirpirum  NC        34754     $4471.15            WHITE 05/31/2052000000000000-405359212206.4896000000000000006304850948647993000000000000006908373138145280
0915Cameron   Thomas    39Enibu Glen          Losvuad   AR        93730     $605.56             WHITE 05/28/19680000000000000-615375467184.128000000000000006334277912163274000000000000007974274363031552
0916Noah      Collins   22Decwu Trail         Ifcicbap  NV        31992     $1950.65            BLUE  02/26/1950000000000000-639815553279.5905000000000000005610053104415310000000000000006233730846818304
0917Ruth      Zimmerman 61Cehow Extension     Divlicwo  KS        06671     $2813.13            BLUE  05/04/19400000000000000-22138015920.9472000000000000003528110248280855000000000000007398777895780352
0918Michael   Medina    18Mazo Way            Utnegel   NJ        73909     $1715.08            WHITE 04/25/19420000000000000168596494247.5264000000000000006334256559006111000000000000007307215950053376
0919Eleanor   Greene    63Soku Junction       Waadneh   KY        83115     $7350.14            BLUE  10/01/20390000000000000202780404036.4032000000000000006334535377740831000000000000004740905577742336
0920Edna      Burgess   40Zeko Parkway        Zihujji   OH        29806     $7904.87            WHITE 02/24/19170000000000000255642283959.9104000000000000006376057920584102000000000000001584740530388992
0921Blanche   Sutton    25Vamen Mill          Iboepobew DE        13173     $3310.05            BLUE  10/22/19980000000000000-702634809884.672000000000000006011364926565759000000000000001352171719229440
0922Bernice   Phillips  31Kihuta View         Bujunde   IA        76520     $95.52              BLUE  02/22/19510000000000000014223753923.7888000000000000000036273480803981000000000000000592814572306432
0923Roy       Lyons     27Celeg Drive         Pedocho   NH        18150     $4220.45            YELLOW11/08/20280000000000000346413987581.1328000000000000000030087855124344000000000000007041090012053504
0924Steve     West      46Buwa Street         Ozazemu   MO        31808     $7084.20            RED   10/10/2035000000000000-617637737607.9872000000000000005610388206474876000000000000008458269806821376
0925Eunice    Griffith  35Belif Street        Sivingec  MD        14204     $6832.49            RED   06/30/20420000000000000111818422039.3472000000000000000030031270994238000000000000002976499571359744
0926Ian       Ingram    23Gudo Street         Jenotitin CO        22362     $9583.00            BLUE  05/07/20480000000000000-898861006585.856000000000000004903222961883246000000000000000263472027795456
0927Stella    Stokes    38Efis Junction       Funcaga   MT        33989     $6520.86            BLUE  12/22/19970000000000000-841678300643.328000000000000006260773608545939000000000000008407479926915072
0928Edwin     Thompson  21Fivufi Heights      Ultulfi   IL        73410     $2441.71            YELLOW08/30/201700000000000000-1135685822.0544000000000000005172973168468642000000000000004853753205227520
0929Marvin    Schwartz  51Fuec Grove          Navahimu  SC        76626     $5246.76            RED   03/06/2053000000000000-823210691631.5135000000000000005610126979556002000000000000002938121058516992
0930Emilie    Edwards   53Tojnem Glen         Urizlik   MT        05690     $8468.68            RED   05/31/201700000000000000724687113945.088000000000000000030097691812333000000000000006848693229584384
0931ChristopheFowler    40Fetge Park          Wufunudu  NM        89928     $1741.66            WHITE 02/20/19660000000000000330421976327.7824000000000000004038562292937254000000000000004007310921826304
0932Edgar     Neal      27Buthop Center       Mivlepab  HI        13777     $9947.47            YELLOW01/22/19390000000000000656224809281.1263000000000000006372210620275489000000000000000596260478255104
0933Chad      Drake     55Tumci Avenue        Hujivzul  MA        06220     $8611.12            GREEN 12/17/2021000000000000-471903604257.5872000000000000000201477771451074000000000000005326370433400832
0934Isabel    McGuire   50Feti Key            Reclikfec GA        14982     $4723.00            RED   02/07/193300000000000000840071854948.352000000000000006256761895203284000000000000007661924175052800
0935Keith     Gill      53Jiwa Circle         Nakubotuv AK        94127     $7657.66            GREEN 11/28/194700000000000000-568714969743.36000000000000006334626885482014000000000000008520729070927872
0936Myrtle    Hill      21Citvu Street        Himerji   HI        42029     $1093.00            RED   10/26/19280000000000000139244921788.8256000000000000005467212941597508000000000000001771127959453696
0937Lizzie    Chavez    41Egevop Place        Bazcopem  WY        52360     $4513.80            WHITE 11/09/190300000000000000166035187564.544000000000000005610106692366210000000000000004582937880166400
0938Sam       Stewart   56Bize Path           Vefinlic  NV        41291     $9350.54            GREEN 02/20/20490000000000000250739015915.9296000000000000005610619897176119000000000000005064378713899008
0939Christian Duncan    53Bafku Trail         Bolbeibu  NM        40115     $5069.37            BLUE  01/23/190200000000000000739675994062.848000000000000004296001470022529000000000000000763523493789696
0940Hannah    Morton    37Peru Boulevard      Misjorfaz RI        30727     $5465.49            WHITE 05/05/1989000000000000-718466383976.8575000000000000000036235040721557000000000000000140748877987840
0941Elijah    Barnett   31Timcuz Pike         Simirosep AR        58869     $8547.74            BLUE  11/06/20350000000000000581396965045.0432000000000000006234875559112008000000000000005332070635143168
0942Victor    Manning   60Ikfig Highway       Pogpepowa CO        17837     $2929.71            GREEN 11/25/1993000000000000-100681756809.6256000000000000003528654771287027000000000000002518412204965888
0943Martha    Higgins   49Miwcin Glen         Wicejitud AR        84328     $5587.71            WHITE 12/06/2012000000000000-850734038279.7823000000000000006011071119335342000000000000005076035510992896
0944Elva      McCormick 36Danetu Drive        Hijidihi  HI        06342     $6830.00            GREEN 03/23/1910000000000000-682683197397.4016000000000000000036820704030229000000000000006119418065059840
0945Chris     Stone     22Aruuho River        Unodwa    CT        43170     $7162.36            YELLOW07/28/20600000000000000577255731154.1248000000000000000201407759572336000000000000004304892646653952
